post_id,post_name,post_author,post_date,post_type,post_status,post_tags,post_title,post_content,post_category,numagencia,destacado,antiguedad,"Tipo oferta",keypromo,opcioncompra,latitud,altitud,aseos,banyos,carpinteria,carpinext,comunidadincluida,tbano,tcocina,tfachada,tpostigo,tinterior,distmar,conservacion,habdobles,habitaciones,m_cons,m_parcela,m_uties,m_cocina,m_comedor,m_terraza,numplanta,orientacion,salon,suelo,precioinmo,precioalq,ref,accion,ciudad,cp,zona,adaptadominus,airecentral,aire_con,alarma,alarmaincendio,alarmarobo,arma_empo,ascensor,balcon,bar,barbacoa,cajafuerte,calefacentral,calefaccion,chimenea,cocina_inde,descalcificador,diafano,electro,esquina,galeria,plaza_gara,garajedoble,gasciudad,gimnasio,habjuegos,hidromasaje,jacuzzi,lavanderia,linea_tlf,luminoso,muebles,ojobuey,parking,patio,piscina_com,piscina_prop,preinstaacc,primera_line,puerta_blin,satelite,sauna,solarium,sotano,tv,terraza,terrazaacris,todoext,trastero,urbanizacion,vestuarios,video_port,vistasalmar,energialetra,energiarecibido,descrip1,titulo1,titulo2,descrip2,numfotos,foto1,foto2
4131035,"CASA EN VENTA DE 4 HABITACIONES CON PATIO Y GARAJE EN ARTÉS POR 156.000€",editor@davidberruezo.com,,post,publish,Casa,"CASA EN VENTA DE 4 HABITACIONES CON PATIO Y GARAJE EN ARTÉS POR 156.000€","Casa en venta en Artés zona de la entrada del pueblo de 243 m2 de superficie y 134 m2 de superficie de parcela. Planta baja con garaje para 5 coches de 45m2, patio de 45m2, comedor con chimenea, baño y dos trasteros. P.1. con comedor y cocina independiente con salida a terraza, 3 habitaciones, baño, balcón y trastero. P.2.  con una habitación , aseo, trastero de 15m2 y terraza. Ideal familias!~~CASA EN VENTA CON GARAJE Y PATIO EN ARTÉS!",Casa,3377,0,1981,Casa,0,41.7995746,41.7995746,1.9470143999999436,1,2,,,0,,,,,"PATIO DE 45M2~P.B. Garaje de 45m2, patio 45m2, comedor con chimenea 18m2, y baño, y 2 trasteros de 5m2 cada uno.~P.1. 3 habitaciones, balcón, baño, cocina y comedor con salida a terraza y trastero.~P.2. 1 habitación de 16m2, trastero de 15m2, aseo 4m2 y terraza de 25m2.~Posibilidad  de dividir el garaje y la vivienda y hacer otra vivienda en la parte de arriba, si el ayuntamiento lo permite, ya que físicamente está separado.~~Los propietarios son 3 hermanos , es una herencia.~Libre de cargas.",0,"Buen estado",2,2,243,134,211,9,14,25,0,,0,,156000,0,AM01283,Vender,Artes,08271,"Cases noves",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,G,2,"Casa en venta en Artés zona de la entrada del pueblo de 243 m2 de superficie y 134 m2 de superficie de parcela. Planta baja con garaje para 5 coches de 45m2, patio de 45m2, comedor con chimenea, baño y dos trasteros. P.1. con comedor y cocina independiente con salida a terraza, 3 habitaciones, baño, balcón y trastero. P.2.  con una habitación , aseo, trastero de 15m2 y terraza. Ideal familias!~~CASA EN VENTA CON GARAJE Y PATIO EN ARTÉS!","CASA EN VENTA DE 4 HABITACIONES CON PATIO Y GARAJE EN ARTÉS POR 156.000€",,,29,https://fotos5.apinmo.com/3377/4131035/2-1.jpg,https://fotos5.apinmo.com/3377/4131035/2-2.jpg
4144681,"DESPACHO EN ALQUIELR REFORMADO EN EL CENTRO DE MANRESA POR 400€",editor@davidberruezo.com,,post,publish,Oficina,"DESPACHO EN ALQUIELR REFORMADO EN EL CENTRO DE MANRESA POR 400€","Oficina reformada en Manresa zona Manresa Centro de 71 m2.  Distribuido en 3 despachos de 25m2, 18m2 y 16m2, un baño con 1/2 y balcón. Con calefacción, contadores dados de alta y gastos de comunidad, IBI y basuras a parte. Su negocio en el centro de Manresa!~~PRECIO: 400€~~OPORTUNIDAD DESPACHO EN ALQUILER EN EL CENTRO DE MANRESA!",Oficina,3377,0,0,Oficina,0,41.72481450000001,41.72481450000001,1.8247343000000456,0,1,,,0,,,,,"C/NOU , 37 ENTRESUELO~Persianas automáticas, varios despachos 25m2, 18m2 y 16m2. Divisiones hechas con aluminio. Dos de los despachos con balcón (los más grandes)~~PRECIO: 400€ + 50€ GASTOS (COMUNIDAD, IBI Y BASURAS)~SI ES PARA NEGOCIO HAY QUE SUMAR EL IVA A LOS 400€~FIANZA 2 MESES : 400€ X2~Honorarios: inquilino: 400€ + IVA",0,Reformado,0,0,71,0,65,0,0,0,0,,0,,0,400,AM01294,Alquilar,Manresa,08241,"Manresa Centre",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,G,2,"Oficina reformada en Manresa zona Manresa Centro de 71 m2.  Distribuido en 3 despachos de 25m2, 18m2 y 16m2, un baño con 1/2 y balcón. Con calefacción, contadores dados de alta y gastos de comunidad, IBI y basuras a parte. Su negocio en el centro de Manresa!~~PRECIO: 400€~~OPORTUNIDAD DESPACHO EN ALQUILER EN EL CENTRO DE MANRESA!","DESPACHO EN ALQUIELR REFORMADO EN EL CENTRO DE MANRESA POR 400€",,,10,https://fotos5.apinmo.com/3377/4144681/2-1.jpg,https://fotos5.apinmo.com/3377/4144681/2-2.jpg
4149934,"LOCAL CON NEGOCIO DE ESTÉTICA EN VENTA EN LA FONT DELS CAPELLANS DE MANRESA",editor@davidberruezo.com,,post,publish,"Local comercial","LOCAL CON NEGOCIO DE ESTÉTICA EN VENTA EN LA FONT DELS CAPELLANS DE MANRESA","Local comercial en venta en Manresa zona Font dels Capellans de 88 m2 de superficie. Está reformado, con la licencia y maquinaria de centro de estética con clientes y en pleno funcionamiento. El local tiene varias estancias, un baño y un aseo. Abra su propio centro de estética!~~OPORTUNIDAD LOCAL CON NEGOCIO EN PLENO FUNCIONAMIENTO!~","Local comercial",3377,0,1975,"Local comercial",0,41.73029,41.73029,1.8387718999999834,1,1,,,0,,,,,"FONT DELS CAPELLANS, TORRE 8 BJS 1~Local comercial todo reformado, actualmente es un centro de estética. Tiene varias estancias (habitaciones)~Dispone de todo la maquinaria de centro de estética:~-Dos mantas eléctricas~-Chocolaterapia~-Piedras calientes~-Solarium marxa luxura~-Facial complet marca Sorisa~-Presoterapia marca Sorisa~-Dos camillas normales~-Una camilla eléctrica~-Wacum terapia~-Ollas de depilar, material etc.~Licencia en vigor, en pleno funcionamiento~Tiene toldos en todas las salas exteriores~Persianas eléctricas~El precio es con toda la maquinaria. Si no quieren maquinaria serian 15000€ menos~Está a nombre de persona física.~~HIPOTECA 170000€ A FAVOR DE BANC SABADELL~~",0,Reformado,0,0,88,0,0,0,0,0,0,,0,,186000,0,AM01298,Vender,Manresa,08243,"Font dels Capellans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,G,2,"Local comercial en venta en Manresa zona Font dels Capellans de 88 m2 de superficie. Está reformado, con la licencia y maquinaria de centro de estética con clientes y en pleno funcionamiento. El local tiene varias estancias, un baño y un aseo. Abra su propio centro de estética!~~OPORTUNIDAD LOCAL CON NEGOCIO EN PLENO FUNCIONAMIENTO!~","LOCAL CON NEGOCIO DE ESTÉTICA EN VENTA EN LA FONT DELS CAPELLANS DE MANRESA",,,17,https://fotos5.apinmo.com/3377/4149934/4-1.jpg,https://fotos5.apinmo.com/3377/4149934/4-2.jpg
4161033,"OPORTUNIDAD! PISO REFORMADO EN VENTA DE 3 HABITACIONES EN SALLENT",editor@davidberruezo.com,,post,publish,Piso,"OPORTUNIDAD! PISO REFORMADO EN VENTA DE 3 HABITACIONES EN SALLENT","Piso reformado en Sallent zona alta de 49 m2 de superficie. Con cocina, comedor de 12m2,  una habitación doble, 2 habitaciones sencillas y  un baño con plato de ducha. Posibilidad de alquiler con opción a compra. Piso económico ideal famílias!~~OPORTUNIDAD PISO REFORMADO!",Piso,3377,0,1984,Piso,0,41.826857201738825,41.826857201738825,1.89701646566391,0,1,,,0,,,,,"CEDULA EN VIGOR DEL 2009 CHB8625209001~Dejan algunos muebles y electrodomésticos, congelador vertical, nevera, lavadora~EN ESCRITURA SALE COMO 1º 2ª, PERO REALMENTE ES UNOS BJS (EN EL CATASTRO SALE COMO BJS)~~ALQUILER OPCIÓN COMPRA~2 AÑOS~PAGA Y SEÑAL: 6000€/PROPIETARIOS~ALQUILER: 300€ (90% PRIMER AÑO A DESCONTAR)~                            (75% SEGUNDO AÑO)",0,Reformado,1,2,49,0,42,6,12,0,0,,0,,54000,0,AM01301,Vender,Sallent,08650,"ZONA ALTA",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,G,2,"Piso reformado en Sallent zona alta de 49 m2 de superficie. Con cocina, comedor de 12m2,  una habitación doble, 2 habitaciones sencillas y  un baño con plato de ducha. Posibilidad de alquiler con opción a compra. Piso económico ideal famílias!~~OPORTUNIDAD PISO REFORMADO!","OPORTUNIDAD! PISO REFORMADO EN VENTA DE 3 HABITACIONES EN SALLENT",,,10,https://fotos5.apinmo.com/3377/4161033/2-1.jpg,https://fotos5.apinmo.com/3377/4161033/2-2.jpg
4203803,"LOCAL EN VENTA DE 92M2 EN ZONA DE PL CATALUNYA DE MANRESA POR 95000€",editor@davidberruezo.com,,post,publish,"Local comercial","LOCAL EN VENTA DE 92M2 EN ZONA DE PL CATALUNYA DE MANRESA POR 95000€","Local comercial en venta en Manresa en la  zona  de Plaça Catalunya de 170  m2 de superficie (92 escriturados). Con un aseo y altillo. Dispone de puerta automática y aparador. Con salida de humos y actualmente con licencia de taller de reparación de motos y coches, dispone de gual en vigor. ~~Plana baja: 92 m2 con entrada para vehículos.~Plant segunda: altillo de unos 80 m2. ~~~OPORTUNIDAD LOCAL EN VENTA PARA NEGOCIO!~","Local comercial",3377,0,1990,"Local comercial",0,41.7313248,41.7313248,1.8184747000000243,1,0,,,0,,,,,"P.B. Local con puerta automática y aparador, pero los vidrios son grabados y translúcidos. ~P.1. Altillo (no escriturado que aguanta bastante peso)~Licencia en vigor de taller de reparación de coches y motos~Enchufes y extintores en las 2 plantas~Tiene salida de humos~Gual en vigor~El local está a nombre de una empresa",0,"Buen estado",0,0,170,0,152,0,0,0,0,,0,,80000,0,AM01312,Vender,Manresa,08240,"Plaça Catalunya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,2,"Local comercial en venta en Manresa en la  zona  de Plaça Catalunya de 170  m2 de superficie (92 escriturados). Con un aseo y altillo. Dispone de puerta automática y aparador. Con salida de humos y actualmente con licencia de taller de reparación de motos y coches, dispone de gual en vigor. ~~Plana baja: 92 m2 con entrada para vehículos.~Plant segunda: altillo de unos 80 m2. ~~~OPORTUNIDAD LOCAL EN VENTA PARA NEGOCIO!~","LOCAL EN VENTA DE 92M2 EN ZONA DE PL CATALUNYA DE MANRESA POR 95000€",,,10,https://fotos5.apinmo.com/3377/4203803/2-1.jpg,https://fotos5.apinmo.com/3377/4203803/2-2.jpg
4206874,"PISO SEMINUEVO EN VENTA DE 2 HABITACIONES EN CASTELLGALÍ",editor@davidberruezo.com,,post,publish,Piso,"PISO SEMINUEVO EN VENTA DE 2 HABITACIONES EN CASTELLGALÍ","Piso seminuevo en venta en Castellgali zona iglesia de 81 m2 de superficie. Con cocina americana, comedor de 20m2,  una habitación doble, una habitación sencilla, un baño con plato de ducha, balcón y lavadero. Plaza de párking opcional en la misma finca. ~~OPORTUNIDAD PISO SEMINUEVO EN VENTA!~",Piso,3377,0,2010,Piso,0,41.6747239,41.6747239,1.8435319000000163,0,1,,,0,,,,,"Párking opcional nº 7 - Manresa 4, tomo 3509, libro 64, folio 13, finca nº2350 Insc. 1ª~Párking opcional por 5000€~Desde la habitación se accede a un altillo que en teoría es comunitario y una terraza también comunitaria, pero hay placas solares.~~LIBRE DE CARGAS",0,"Semi nuevo",1,1,81,0,69,6,20,0,0,,0,,69900,0,AM01314,Vender,Castellgali,08297,ESGLESIA,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,G,2,"Piso seminuevo en venta en Castellgali zona iglesia de 81 m2 de superficie. Con cocina americana, comedor de 20m2,  una habitación doble, una habitación sencilla, un baño con plato de ducha, balcón y lavadero. Plaza de párking opcional en la misma finca. ~~OPORTUNIDAD PISO SEMINUEVO EN VENTA!~","PISO SEMINUEVO EN VENTA DE 2 HABITACIONES EN CASTELLGALÍ",,,12,https://fotos5.apinmo.com/3377/4206874/2-1.jpg,https://fotos5.apinmo.com/3377/4206874/2-2.jpg
4229112,"LOCAL COMERCIAL EN ALQUILER DE 143M2EN LA ZONA DEL PASEO DE MANRESA POR 600€",editor@davidberruezo.com,,post,publish,"Local comercial","LOCAL COMERCIAL EN ALQUILER DE 143M2EN LA ZONA DEL PASEO DE MANRESA POR 600€","Local comercial en alquiler en Manresa zona Passeig de Pere III de 143 m2. Con suelos de gres y aire acondicionado con bomba de calor, un local alargado con otro local al lado.~~PRECIO 600€~~OPORTUNIDAD!!! LOCAL EN ALQUILER AL LADO DEL PASEO DE MANRESA","Local comercial",3377,0,1999,"Local comercial",0,41.7307447,41.7307447,1.8296384999999873,1,0,,,0,,,,,"Son dos locales que están juntos. Se pueden vender por separado. Es un local tipo tubo con otro local al lado, el cual al lado tiene acceso independiente por la escalera. Se pueden dividir.~~PRECIO ALQUILER (2 LOCALES): 600€ (IBI INCLUIDO)~BASURAS Y COMUNIDAD 80€/TRIM A CARGO DEL INQUILINO~FIANZA: 2 MESES~HONORARIOS: 1 MES PROPIETARIO/ 1 MES INQUILINO~~La propietaria se hace cargo de dar de alta los contadores. Hay licencia de tintorería~En la planta -1 tiene una especie de bodega de unos 20m2.",0,"Buen estado",0,0,143,0,130,0,0,0,0,,0,,0,600,AM01319,Alquilar,Manresa,08242,"Passeig de Pere III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,G,2,"Local comercial en alquiler en Manresa zona Passeig de Pere III de 143 m2. Con suelos de gres y aire acondicionado con bomba de calor, un local alargado con otro local al lado.~~PRECIO 600€~~OPORTUNIDAD!!! LOCAL EN ALQUILER AL LADO DEL PASEO DE MANRESA","LOCAL COMERCIAL EN ALQUILER DE 143M2EN LA ZONA DEL PASEO DE MANRESA POR 600€",,,7,https://fotos5.apinmo.com/3377/4229112/2-1.jpg,https://fotos5.apinmo.com/3377/4229112/2-2.jpg
4229115,"LOCAL COMERCIAL EN VENTA DE 143M2 EN LA ZONA DEL PASEO DE MANRESA",editor@davidberruezo.com,,post,publish,"Local comercial","LOCAL COMERCIAL EN VENTA DE 143M2 EN LA ZONA DEL PASEO DE MANRESA","Local comercial en venta en Manresa zona Passeig de Pere III de 143 m2. Con suelos de gres y aire acondicionado con bomba de calor, un local alargado con otro local al lado.~~OPORTUNIDAD!!! LOCAL EN VENTA AL LADO DEL PASEO DE MANRESA","Local comercial",3377,0,1999,"Local comercial",0,41.7307447,41.7307447,1.8296384999999873,1,0,,,0,,,,,"Son dos locales que están juntos. Se pueden vender por separado. Es un local tipo tubo con otro local al lado, el cual al lado tiene acceso independiente por la escalera. Se pueden dividir.~~La propietaria se hace cargo de dar de alta los contadores. Hay licencia de tintorería~En la planta -1 tiene una especie de bodega de unos 20m2.~~C/SEQUIA 39 BXS~REGISTRO MANRESA 1 TOMO 2280 LIBRO 909 FOLIO 59 FINCA Nº 44725~REGISTRO MANRESA 1 TOMO 2314 LIBRO 943 FOLIO 210 FINCA Nº 45874~109M2 + 34M2~LIBRE DE CARGAS",0,"Buen estado",0,0,143,0,130,0,0,0,0,,0,,196000,0,AM01320,Vender,Manresa,08242,"Passeig de Pere III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,G,2,"Local comercial en venta en Manresa zona Passeig de Pere III de 143 m2. Con suelos de gres y aire acondicionado con bomba de calor, un local alargado con otro local al lado.~~OPORTUNIDAD!!! LOCAL EN VENTA AL LADO DEL PASEO DE MANRESA","LOCAL COMERCIAL EN VENTA DE 143M2 EN LA ZONA DEL PASEO DE MANRESA",,,7,https://fotos5.apinmo.com/3377/4229115/2-1.jpg,https://fotos5.apinmo.com/3377/4229115/2-2.jpg
4232249,"CASA A 4 VIENTOS SEMINUEVA EN VENTA CON TERRENO Y GARAJE EN MONISTROL DE CALDERS",editor@davidberruezo.com,,post,publish,Chalet,"CASA A 4 VIENTOS SEMINUEVA EN VENTA CON TERRENO Y GARAJE EN MONISTROL DE CALDERS","Chalet seminuevo en venta en Monistrol de Calders de 151m2 útiles y 973 m2 de superficie de parcela. Planta baja con garaje, despensa, comedor-cocina con fuego a tierra y baño con plato de ducha. Primera planta con cocina office, comedor con salida a terraza, 2 habitaciones dobles y  baño con bañera. Una casa a 4 vientos con terreno a dos alturas y con árboles frutales. Ideal famílias!~~OPORTUNIDAD! CASA A 4 VIENTOS EN VENTA EN MONISTROL DE CALDERS!!!~",Chalet,3377,0,2003,Chalet,0,41.7598409,41.7598409,2.0144637999999304,0,2,,,0,,,,,"Casa a 4 vientos en dos plantas con 973m2 de terreno a dos alturas con zonas pavimentadas, tierra y arboles frutales. Descalsificador y osmosis. Fosa séptica.~Mosquiteras en todas las ventanas y puertas de la casa.~P.B.: construidos 99m2, útiles82m2. Garaje con techo y pared de madera, despensa, comedor-cocina con fuego a tierra y baño de 3 piezas con ducha. Suelso de parquet sintético y gres.~P.1. construidos 92m2, útiles 71,43m2. Cocina con salida a zona externa paviemntada de unos 200m2, comedor con salida a terraza y persianas grandes eléctricas. 2 habitaciones dobles (1 con salida a terraza cubierta de 6m2). Baño de 4 piezas con bañera. Suelos de gres~Entrada a la 1a planta por la parte baja y acceso desde el exterior directamente.~Cedula habitabilidad caducada~Certificado energético NO",0,"Semi nuevo",3,0,191,973,151,12,35,200,0,,0,,279000,0,AM01325,Vender,"Monistrol de Calders",08275,"monistrol de calders",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,G,2,"Chalet seminuevo en venta en Monistrol de Calders de 151m2 útiles y 973 m2 de superficie de parcela. Planta baja con garaje, despensa, comedor-cocina con fuego a tierra y baño con plato de ducha. Primera planta con cocina office, comedor con salida a terraza, 2 habitaciones dobles y  baño con bañera. Una casa a 4 vientos con terreno a dos alturas y con árboles frutales. Ideal famílias!~~OPORTUNIDAD! CASA A 4 VIENTOS EN VENTA EN MONISTROL DE CALDERS!!!~","CASA A 4 VIENTOS SEMINUEVA EN VENTA CON TERRENO Y GARAJE EN MONISTROL DE CALDERS",,,28,https://fotos5.apinmo.com/3377/4232249/2-1.jpg,https://fotos5.apinmo.com/3377/4232249/2-2.jpg
4253082,"CHALET SEMINUEVO EN VENTA DE 4 HABITACIONES CON JARDÍN Y GARAJE EN SANT VICENÇ DE CASTELLET",editor@davidberruezo.com,,post,publish,Chalet,"CHALET SEMINUEVO EN VENTA DE 4 HABITACIONES CON JARDÍN Y GARAJE EN SANT VICENÇ DE CASTELLET","Chalet seminuevo en venta en Sant Vicenç de Castellet zona La Balconada de 186 m2 de superficie y 505 m2  de parcela. Casa de 3 plantas, en la Planta -1 se encuentra el garaje, un baño, cocina-comedor con salida al jardín con barbacoa , cocina de verano y un pozo. Planta baja con comedor con salida a terraza, cocina, 2 habitaciones y baño con ducha de hidromasaje y sauna. Planta primera con estudio de 10m2, 2 habitaciones con vestidor, baño con bañera de hidromasaje y terraza. Equipado con aire acondicionado, videoportero, alarma, chimenea... UNA CASA ESPECTACULAR!~~OPORTUNIDAD CHALET A 4 VIENTOS IMPRESIONANTE EN VENTA CON JARDÍN!~~",Chalet,3377,0,1999,Chalet,0,41.66233889999999,41.66233889999999,1.8693746999999803,0,3,,,0,,,,,"P.B. comedor con salida a terraza, cocina, 1 habitación, 1 hab., baño con ducha hidro y sauna.~P.1. Estudio, 2 habitaciones con vestidor y dos terrazas, baño con bañera~P -1 Baño 2m2 3p. p.ducha, cocina -comedor 18m2 con salida a jardin con barbacoa y otra cocina de verano tipo chill-out y un pozo. Y garaje~~GARAJE: 45M2 CONSTR.~P.B. 87M2 CONS.~P.1. 54M2~~Calefacción suelo radiante~Video portero en las dos plantas~Persianas comedor y 1 hab. automaticas~~HIPOTECA PENDIENTE 60000€ BBVA",0,"Semi nuevo",3,1,186,505,161,8,18,14,0,,0,,360000,0,AM01328,Vender,"Sant Vicenç de Castellet",08295,"La Balconada",0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,G,2,"Chalet seminuevo en venta en Sant Vicenç de Castellet zona La Balconada de 186 m2 de superficie y 505 m2  de parcela. Casa de 3 plantas, en la Planta -1 se encuentra el garaje, un baño, cocina-comedor con salida al jardín con barbacoa , cocina de verano y un pozo. Planta baja con comedor con salida a terraza, cocina, 2 habitaciones y baño con ducha de hidromasaje y sauna. Planta primera con estudio de 10m2, 2 habitaciones con vestidor, baño con bañera de hidromasaje y terraza. Equipado con aire acondicionado, videoportero, alarma, chimenea... UNA CASA ESPECTACULAR!~~OPORTUNIDAD CHALET A 4 VIENTOS IMPRESIONANTE EN VENTA CON JARDÍN!~~","CHALET SEMINUEVO EN VENTA DE 4 HABITACIONES CON JARDÍN Y GARAJE EN SANT VICENÇ DE CASTELLET",,,57,https://fotos5.apinmo.com/3377/4253082/6-1.jpg,https://fotos5.apinmo.com/3377/4253082/6-2.jpg
4286519,"PISO EN VENTA REFORMADO A ESTRENAR DE 2 HABITACIONES EN EL CENTRO DE CASTELLBELL I EL VILAR",editor@davidberruezo.com,,post,publish,Piso,"PISO EN VENTA REFORMADO A ESTRENAR DE 2 HABITACIONES EN EL CENTRO DE CASTELLBELL I EL VILAR","Piso reformado en venta en Castellbell i el Vilar zona centro, de 76 m2. Con cocina, comedor de 24m2,  una habitación doble, una habitación sencilla,  un baño con bañera, trastero y balcón. Equipado con mosquiteras en todas las ventanas. PISO REFORMADO A ESTRENAR!~~OPORTUNIDAD! PISO REFORMADO A ESTRENAR EN CASTELLBELL I EL VILAR!!!",Piso,3377,0,2000,Piso,0,41.62944,41.62944,1.859770000000026,0,1,,,0,,,,,"CALEFACCIÓN ELÉCTRICA CALOR AZUL.~PISO COMPLETAMENTE REFORMADO. REFORMA A ESTRENAR.~Mosquiteras en todas las ventanas. Hay una habitación muy grande de 14m2 pero es larga y estrecha. Tiene un trastero que se puede usar como despacho..~La escalera está muy bien conservada y pintada. En general el piso está muy bien.~",0,Reformado,1,1,76,0,66,6,24,0,0,,0,,69900,0,AM01340,Vender,"Castellbell i el Vilar",08296,CENTRO,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,G,2,"Piso reformado en venta en Castellbell i el Vilar zona centro, de 76 m2. Con cocina, comedor de 24m2,  una habitación doble, una habitación sencilla,  un baño con bañera, trastero y balcón. Equipado con mosquiteras en todas las ventanas. PISO REFORMADO A ESTRENAR!~~OPORTUNIDAD! PISO REFORMADO A ESTRENAR EN CASTELLBELL I EL VILAR!!!","PISO EN VENTA REFORMADO A ESTRENAR DE 2 HABITACIONES EN EL CENTRO DE CASTELLBELL I EL VILAR",,,14,https://fotos5.apinmo.com/3377/4286519/2-1.jpg,https://fotos5.apinmo.com/3377/4286519/2-2.jpg
4286547,"CASA CON TERRENO EN VENTA DE 3 HABITACIONES Y GARAJE EN LA GUARDIA DE CALDERS",editor@davidberruezo.com,,post,publish,Chalet,"CASA CON TERRENO EN VENTA DE 3 HABITACIONES Y GARAJE EN LA GUARDIA DE CALDERS","Chalet en venta en Calders zona Urb.La Guardia de 163 m2 y 1056 m2 de superficie de parcela. Con cocina con salida a terreno, comedor de 28m2, 3 habitaciones dobles,  un baño con bañera,  un aseo, terraza de 50m2 y balcón de 12m2. Planta baja con garaje de 15m2. Situado en zona tranquila, ideal familias!~~~OPORTUNIDAD CASA CON TERRENO EN VENTA EN LA GUARDIA!",Chalet,3377,0,1973,Chalet,0,41.78208619999999,41.78208619999999,1.9796954999999343,1,1,,,0,,,,,"P.B. GARAJE~p.1. COMEDOR CON SALIDA A BALCÓN, COCINA CON SALIDA A TERRENO, 3 HABITACIONES, BAÑO Y ASEO.~~Hay la posibilidad de quedarse el terreno de al lado que también es propiedad de ellos.~C/Puigrodors, 11 (682m2)~Ref. Catastral. 5462808DG125650001DX",0,"De origen",3,0,163,1056,141,7,28,50,0,,0,,155000,0,AM01342,Vender,Calders,08275,"URB.LA GUARDIA",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,G,2,"Chalet en venta en Calders zona Urb.La Guardia de 163 m2 y 1056 m2 de superficie de parcela. Con cocina con salida a terreno, comedor de 28m2, 3 habitaciones dobles,  un baño con bañera,  un aseo, terraza de 50m2 y balcón de 12m2. Planta baja con garaje de 15m2. Situado en zona tranquila, ideal familias!~~~OPORTUNIDAD CASA CON TERRENO EN VENTA EN LA GUARDIA!","CASA CON TERRENO EN VENTA DE 3 HABITACIONES Y GARAJE EN LA GUARDIA DE CALDERS",,,32,https://fotos5.apinmo.com/3377/4286547/2-1.jpg,https://fotos5.apinmo.com/3377/4286547/2-2.jpg
